PROCEDURE_CODE,CPT4_CODE,CPT4_DESCRIPTION
131056,50385,"Removal (via snare/capture) and replacement of internally dwelling ureteral stent via transurethral approach, without use of cystoscopy, including radiological supervision and interpretation"
131057,50386,"Removal (via snare/capture) of internally dwelling ureteral stent via transurethral approach, without use of cystoscopy, including radiological supervision and interpretation"
131059,50592,"Ablation, 1 or more renal tumor(s), percutaneous, unilateral, radiofrequency"
131060,50593,"Ablation, renal tumor(s), unilateral, percutaneous, cryotherapy"
131064,51101,Aspiration of bladder; by trocar or intracatheter
131065,51102,Aspiration of bladder; with insertion of suprapubic catheter
131067,52630,"Transurethral resection; residual or regrowth of obstructive prostate tissue including control of postoperative bleeding, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included)"
131068,52649,"Laser enucleation of the prostate with morcellation, including control of postoperative bleeding, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, internal urethrotomy and transurethral resection of prostate are included if performed)"
131069,53410,"Urethroplasty, 1-stage reconstruction of male anterior urethra"
131072,55706,"Biopsies, prostate, needle, transperineal, stereotactic template guided saturation sampling, including imaging guidance"
131073,55821,"Prostatectomy (including control of postoperative bleeding, vasectomy, meatotomy, urethral calibration and/or dilation, and internal urethrotomy); suprapubic, subtotal, 1 or 2 stages"
131075,57284,"Paravaginal defect repair (including repair of cystocele, if performed); open abdominal approach"
131076,57285,"Paravaginal defect repair (including repair of cystocele, if performed); vaginal approach"
131077,57400,Dilation of vagina under anesthesia (other than local)
131078,57410,Pelvic examination under anesthesia (other than local)
131079,57415,Removal of impacted vaginal foreign body (separate procedure) under anesthesia (other than local)
131081,57500,"Biopsy of cervix, single or multiple, or local excision of lesion, with or without fulguration (separate procedure)"
131082,58570,"Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less;"
131083,58571,"Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)"
131084,58572,"Laparoscopy, surgical, with total hysterectomy, for uterus greater than 250 g;"
131085,58573,"Laparoscopy, surgical, with total hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)"
131086,58800,"Drainage of ovarian cyst(s), unilateral or bilateral (separate procedure); vaginal approach"
131087,58805,"Drainage of ovarian cyst(s), unilateral or bilateral (separate procedure); abdominal approach"
131091,60300,"Aspiration and/or injection, thyroid cyst"
131096,61533,"Craniotomy with elevation of bone flap; for subdural implantation of an electrode array, for long-term seizure monitoring"
131097,61760,Stereotactic implantation of depth electrodes into the cerebrum for long-term seizure monitoring
131102,61800,Application of stereotactic headframe for stereotactic radiosurgery (List separately in addition to code for primary procedure)
131103,62267,"Percutaneous aspiration within the nucleus pulposus, intervertebral disc, or paravertebral tissue for diagnostic purposes"
131105,62361,Implantation or replacement of device for intrathecal or epidural drug infusion; nonprogrammable pump
131106,63001,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), 1 or 2 vertebral segments; cervical"
131107,63003,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), 1 or 2 vertebral segments; thoracic"
131108,63005,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), 1 or 2 vertebral segments; lumbar, except for spondylolisthesis"
131109,63011,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), 1 or 2 vertebral segments; sacral"
131110,63015,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), more than 2 vertebral segments; cervical"
131111,63016,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), more than 2 vertebral segments; thoracic"
131112,63017,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), more than 2 vertebral segments; lumbar"
131113,63020,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, including open and endoscopically-assisted approaches; 1 interspace, cervical"
131114,63030,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, including open and endoscopically-assisted approaches; 1 interspace, lumbar"
131116,63045,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; cervical"
131117,63046,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; thoracic"
131118,63047,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; lumbar"
131119,63048,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; each additional segment, cervical, thoracic, or lumbar (List separately in addition to code for primary procedure)"
131120,63064,"Costovertebral approach with decompression of spinal cord or nerve root(s) (eg, herniated intervertebral disc), thoracic; single segment"
131121,63066,"Costovertebral approach with decompression of spinal cord or nerve root(s) (eg, herniated intervertebral disc), thoracic; each additional segment (List separately in addition to code for primary procedure)"
131124,63185,Laminectomy with rhizotomy; 1 or 2 segments
131134,64416,"Injection, anesthetic agent; brachial plexus, continuous infusion by catheter (including catheter placement)"
131135,64446,"Injection, anesthetic agent; sciatic nerve, continuous infusion by catheter (including catheter placement)"
131136,64448,"Injection, anesthetic agent; femoral nerve, continuous infusion by catheter (including catheter placement)"
131137,64449,"Injection, anesthetic agent; lumbar plexus, posterior approach, continuous infusion by catheter (including catheter placement)"
131138,64632,Destruction by neurolytic agent; plantar common digital nerve
131139,64702,"Neuroplasty; digital, 1 or both, same digit"
131141,64831,"Suture of digital nerve, hand or foot; 1 nerve"
131145,65710,Keratoplasty (corneal transplant); anterior lamellar
131146,65730,Keratoplasty (corneal transplant); penetrating (except in aphakia or pseudophakia)
131147,65756,Keratoplasty (corneal transplant); endothelial
131148,65757,Backbench preparation of corneal endothelial allograft prior to transplantation (List separately in addition to code for primary procedure)
131149,65855,"Trabeculoplasty by laser surgery, 1 or more sessions (defined treatment series)"
131150,66761,"Iridotomy/iridectomy by laser surgery (eg, for glaucoma) (1 or more sessions)"
131151,66762,"Iridoplasty by photocoagulation (1 or more sessions) (eg, for improvement of vision, for widening of anterior chamber angle)"
131152,66821,"Discission of secondary membranous cataract (opacified posterior lens capsule and/or anterior hyaloid); laser surgery (eg, YAG laser) (1 or more stages)"
